loan_amnt,term,int_rate,installment,grade,annual_inc,loan_status,dti
13000.0,36,12.59,435.46,2,54000.0,1,16.2
21000.0,60,15.41,504.12,3,80100.0,1,35.49
10000.0,36,13.44,339.07,2,55000.0,1,21.49
18000.0,36,13.18,608.06,2,60000.0,1,18.72
22400.0,36,8.38,705.87,1,59000.0,1,13.89
2000.0,36,13.99,68.35,2,133000.0,1,24.4
2000.0,36,13.44,67.82,2,55000.0,1,23.43
5500.0,36,9.17,175.34,1,39000.0,1,17.11
4000.0,36,13.18,135.13,2,84012.0,1,18.15
7200.0,36,10.64,234.5,1,37000.0,1,26.14
9000.0,36,5.32,271.04,0,34068.0,1,11.62
4200.0,36,12.59,140.69,2,34000.0,1,5.72
25000.0,60,10.64,539.09,1,105000.0,0,28.91
11200.0,60,21.48,306.03,4,38500.0,0,22.76
8000.0,36,7.91,250.36,0,42000.0,1,24.14
12000.0,36,5.32,361.38,0,45000.0,1,29.87
8000.0,36,8.49,252.51,1,55000.0,0,20.18
30000.0,36,10.78,979.04,1,105000.0,1,13.07
15000.0,36,9.8,482.61,1,60000.0,1,27.53
22500.0,60,18.2,573.81,4,45000.0,0,21.26
15000.0,36,10.64,488.53,1,77546.57,1,25.21
2525.0,36,19.99,93.83,4,51000.0,1,12.66
16000.0,36,5.32,481.84,0,50000.0,1,7.78
7200.0,36,13.44,244.13,2,28000.0,0,14.49
6000.0,36,13.67,204.11,2,52000.0,1,32.87
24200.0,36,12.88,814.0,2,55000.0,1,17.59
7000.0,36,11.99,232.47,2,60000.0,1,26.08
35000.0,36,12.59,1172.39,2,78000.0,1,20.63
12800.0,60,13.99,297.77,2,40000.0,1,8.58
8000.0,36,12.88,269.09,2,125400.0,0,12.92
5000.0,36,11.99,166.05,2,30000.0,1,22.04
6000.0,36,10.78,195.81,1,66000.0,0,19.96
5450.0,36,17.27,195.05,3,51000.0,1,21.01
10000.0,36,10.64,325.69,1,60000.0,1,34.36
20000.0,36,7.89,625.72,0,100000.0,1,2.51
10000.0,36,7.91,312.95,0,25000.0,1,23.33
15000.0,36,6.99,463.09,0,60000.0,1,5.52
4500.0,36,13.44,152.58,2,44900.0,1,30.36
27000.0,36,7.49,839.75,0,120000.0,1,11.28
21000.0,36,5.32,632.42,0,90156.0,1,34.77
10000.0,60,10.64,215.64,1,87000.0,1,12.23
6000.0,36,13.44,203.44,2,29424.0,1,10.24
5000.0,36,8.49,157.82,1,50000.0,1,14.26
10200.0,36,7.91,319.21,0,42000.0,1,12.49
30000.0,36,11.99,996.29,2,110723.0,0,28.82
10000.0,36,9.8,321.74,1,54000.0,1,17.69
15400.0,36,5.32,463.77,0,85000.0,1,8.92
6000.0,36,11.99,199.26,2,50000.0,0,34.59
8000.0,36,7.49,248.82,0,60000.0,1,13.52
12050.0,36,14.85,416.84,2,85000.0,0,12.88
4000.0,36,9.8,128.7,1,47000.0,1,19.59
8150.0,36,7.91,255.06,0,42200.0,1,16.41
10200.0,36,6.49,312.58,0,110000.0,1,21.44
11450.0,60,13.44,263.11,2,32500.0,1,23.97
21600.0,60,7.89,436.84,0,75000.0,1,10.98
12000.0,36,9.17,382.55,1,85000.0,1,7.54
20000.0,60,11.99,444.79,2,63000.0,1,7.04
10000.0,36,9.17,318.79,1,118000.0,1,7.07
4650.0,36,13.99,158.91,2,45000.0,0,26.82
5000.0,36,6.99,154.37,0,51782.0,1,21.62
30000.0,36,7.26,929.89,0,103000.0,1,13.11
8000.0,36,9.17,255.04,1,60768.0,1,12.56
15000.0,36,7.91,469.43,0,90000.0,1,9.39
14400.0,36,15.77,504.63,3,40000.0,1,36.93
8000.0,36,10.64,260.55,1,59000.0,1,17.88
18000.0,36,19.89,667.94,4,60000.0,1,27.76
30000.0,60,11.99,667.19,2,120000.0,0,33.15
5500.0,36,11.99,182.66,2,135000.0,0,20.06
2000.0,36,6.49,61.29,0,35037.0,1,8.51
5000.0,36,14.48,172.06,2,15700.0,1,33.99
18000.0,36,11.99,597.78,2,74000.0,1,22.94
8400.0,36,13.18,283.76,2,18000.0,1,20.73
6000.0,36,9.76,192.93,1,110000.0,1,9.18
20000.0,60,16.59,492.66,3,50000.0,1,28.18
20000.0,36,13.99,683.46,2,70000.0,1,22.61
3600.0,36,11.22,118.24,1,40000.0,1,27.54
4500.0,36,13.44,152.58,2,34150.0,1,27.35
6025.0,36,14.85,208.42,2,110000.0,1,21.32
21000.0,36,13.44,712.04,2,115000.0,1,18.72
8800.0,36,12.88,296.0,2,55000.0,1,35.52
14400.0,36,12.88,484.37,2,84000.0,1,5.29
5000.0,36,12.88,168.19,2,51000.0,1,11.95
2700.0,36,11.48,89.01,1,35000.0,1,34.45
12000.0,36,11.99,398.52,2,45000.0,1,25.68
29650.0,36,19.89,1100.24,4,71000.0,1,29.51
11325.0,60,17.86,286.72,3,50000.0,1,18.99
5500.0,36,11.99,182.66,2,42000.0,1,17.97
9000.0,36,7.91,281.66,0,31980.0,1,6.72
15000.0,36,8.49,473.45,1,58000.0,1,9.35
16000.0,36,7.91,500.72,0,110000.0,1,20.09
15000.0,36,11.48,494.5,1,127000.0,1,28.48
6000.0,36,6.24,183.19,0,40000.0,1,24.57
7525.0,36,18.99,275.8,4,20930.0,1,31.6
4200.0,36,13.67,142.88,2,30000.0,1,24.24
17600.0,36,17.27,629.86,3,40000.0,1,26.35
15000.0,36,11.48,494.5,1,50000.0,1,26.79
8000.0,36,12.88,269.09,2,78000.0,1,13.15
4800.0,36,9.8,154.44,1,44400.0,1,6.05
12000.0,36,7.91,375.54,0,31000.0,1,25.77
19400.0,36,19.48,715.85,4,66000.0,1,39.34
8500.0,36,7.89,265.93,0,58000.0,1,20.34
35000.0,36,8.49,1104.71,1,150000.0,1,18.88
8500.0,36,14.48,292.5,2,53000.0,1,13.88
9900.0,36,7.26,306.87,0,89000.0,1,13.94
5400.0,36,6.24,164.87,0,110000.0,1,27.64
10700.0,36,6.49,327.9,0,65000.0,1,28.03
20000.0,60,9.76,422.59,1,90000.0,1,8.67
10000.0,36,9.17,318.79,1,40000.0,1,19.62
10000.0,36,10.78,326.35,1,43000.0,0,28.22
8000.0,36,12.88,269.09,2,104986.0,1,11.9
10000.0,36,5.32,301.15,0,50000.0,1,10.37
26600.0,60,11.99,591.57,2,140000.0,1,23.64
6000.0,36,6.49,183.87,0,85000.0,1,10.28
4000.0,36,14.48,137.65,2,80000.0,1,26.0
18000.0,36,12.88,605.46,2,135000.0,1,23.44
12000.0,36,10.64,390.83,1,120000.0,1,6.4
25000.0,36,13.67,850.44,2,65000.0,1,13.79
7700.0,36,14.85,266.36,2,24000.0,0,27.5
16000.0,36,15.77,560.7,3,124000.0,1,31.42
10000.0,36,7.91,312.95,0,85000.0,0,10.77
18000.0,36,7.49,559.83,0,70000.0,1,16.82
3600.0,36,13.99,123.03,2,55000.0,1,5.91
22400.0,36,9.8,720.69,1,100000.0,0,14.5
19775.0,60,15.41,474.72,3,43000.0,0,24.25
8950.0,36,18.49,325.77,3,65000.0,0,35.06
4000.0,36,17.57,143.75,3,84000.0,1,16.51
9000.0,36,6.49,275.81,0,87000.0,1,21.61
27000.0,60,13.99,628.11,2,94000.0,0,16.09
15000.0,36,7.89,469.29,0,52000.0,1,26.17
20000.0,36,11.48,659.33,1,79000.0,0,8.39
29900.0,60,12.88,678.49,2,65000.0,1,21.77
15000.0,36,12.88,504.55,2,60000.0,1,36.4
3200.0,36,10.78,104.44,1,32880.0,1,6.82
20000.0,36,9.17,637.58,1,50000.0,1,17.16
24000.0,36,9.17,765.1,1,66000.0,1,23.98
7000.0,36,6.49,214.52,0,86000.0,1,26.15
18000.0,60,19.48,471.7,4,150000.0,0,9.39
17000.0,36,6.24,519.03,0,72000.0,1,23.88
20800.0,60,11.99,462.58,2,115000.0,1,23.13
8000.0,36,11.99,265.68,2,65000.0,1,7.7
12000.0,36,11.48,395.6,1,125000.0,1,13.82
30800.0,60,18.49,790.36,3,65000.0,1,35.56
35000.0,36,11.99,1162.34,2,112000.0,1,14.2
12000.0,60,9.76,253.55,1,86000.0,0,34.5
20000.0,36,12.88,672.73,2,120000.0,1,13.79
22400.0,60,10.64,483.02,1,95000.0,1,15.37
2000.0,36,9.8,64.35,1,32000.0,0,16.73
30000.0,36,9.76,964.64,1,94000.0,0,15.14
23175.0,60,18.49,594.69,3,61000.0,1,22.21
6000.0,36,7.91,187.77,0,81120.0,1,18.45
9500.0,36,15.77,332.92,3,28000.0,1,27.95
6500.0,36,7.91,203.42,0,85000.0,1,3.97
8400.0,36,11.48,276.92,1,70000.0,1,9.79
10000.0,36,9.17,318.79,1,38000.0,1,13.9
5200.0,36,9.76,167.21,1,62000.0,1,21.25
25200.0,60,13.99,586.23,2,66300.0,1,22.91
5000.0,36,13.18,168.91,2,100000.0,1,3.38
10200.0,36,19.48,376.38,4,30000.0,1,17.76
13000.0,36,12.88,437.28,2,38000.0,1,25.89
19000.0,36,7.91,594.61,0,100686.0,1,31.48
10000.0,36,9.8,321.74,1,50000.0,1,22.73
8650.0,36,5.32,260.5,0,100000.0,1,7.28
1500.0,36,13.44,50.86,2,96000.0,0,13.05
10975.0,36,16.99,391.24,3,40000.0,1,30.69
7500.0,36,6.99,231.55,0,68000.0,1,12.27
18000.0,36,5.32,542.07,0,135000.0,1,8.48
1500.0,36,13.44,50.86,2,39600.0,1,22.51
20000.0,36,10.78,652.7,1,127000.0,0,17.54
7000.0,36,7.49,217.72,0,38000.0,1,15.7
12000.0,36,7.91,375.54,0,46105.0,1,15.85
22400.0,36,16.59,794.06,3,66000.0,0,34.84
9000.0,36,12.59,301.48,2,75000.0,1,22.22
14000.0,36,11.99,464.94,2,57400.0,1,10.64
28000.0,36,11.99,929.87,2,75000.0,1,11.36
12000.0,36,10.78,391.62,1,95000.0,0,12.46
21000.0,36,11.99,697.41,2,110000.0,0,18.3
10000.0,36,12.59,334.97,2,110000.0,0,3.05
16000.0,36,14.85,553.48,2,81500.0,1,29.24
18900.0,36,16.55,669.62,3,52500.0,0,21.39
16000.0,36,8.49,505.01,1,60000.0,1,21.72
12000.0,36,12.88,403.64,2,75000.0,1,23.14
27500.0,36,18.99,1007.91,4,55000.0,1,22.58
10000.0,36,13.18,337.81,2,65000.0,0,20.29
7500.0,36,15.77,262.83,3,120000.0,1,16.82
20000.0,36,5.32,602.3,0,135000.0,1,15.9
3000.0,36,9.17,95.64,1,31200.0,1,18.77
5000.0,36,11.99,166.05,2,49500.0,0,9.19
14350.0,36,8.49,452.93,1,84000.0,1,22.52
6000.0,36,10.78,195.81,1,100000.0,1,24.34
3000.0,36,11.48,98.9,1,74000.0,1,28.43
22500.0,36,13.67,765.4,2,51142.0,1,25.95
11000.0,36,7.91,344.25,0,40000.0,1,23.88
22000.0,36,6.99,679.2,0,140000.0,1,12.31
1800.0,36,14.85,62.27,2,38000.0,1,37.52
7000.0,36,11.99,232.47,2,51000.0,1,3.39
18200.0,36,9.76,585.22,1,70000.0,0,28.1
16000.0,36,6.24,488.5,0,130000.0,0,9.92
24000.0,60,14.85,569.08,2,100000.0,1,21.73
20000.0,60,12.59,450.88,2,85000.0,1,21.08
12000.0,36,7.49,373.22,0,88000.0,1,14.01
8000.0,36,11.48,263.74,1,50000.0,1,12.67
8500.0,36,6.99,262.42,0,60000.0,1,12.38
16000.0,36,9.17,510.07,1,60000.0,1,31.06
10850.0,36,15.77,380.23,3,65000.0,1,13.42
5000.0,36,9.8,160.87,1,40000.0,1,38.64
10000.0,36,6.49,306.45,0,60000.0,1,8.44
15000.0,60,13.44,344.69,2,129000.0,1,18.95
16000.0,36,9.17,510.07,1,60000.0,0,24.76
11000.0,36,9.17,350.67,1,37000.0,1,10.9
28000.0,36,12.88,941.82,2,80000.0,1,14.58
24000.0,36,5.32,722.76,0,108000.0,1,9.44
1600.0,36,10.64,52.11,1,70000.0,1,25.46
6000.0,36,8.38,189.08,1,32000.0,1,26.97
10000.0,36,11.99,332.1,2,30000.0,0,19.32
14400.0,36,13.44,488.26,2,100800.0,1,23.64
35000.0,60,13.44,804.27,2,120000.0,1,10.9
6125.0,36,10.64,199.49,1,80000.0,0,7.52
4800.0,36,9.17,153.02,1,55000.0,1,19.79
1500.0,36,15.41,52.3,3,13000.0,1,31.95
24000.0,60,13.44,551.5,2,85000.0,0,21.93
12000.0,36,5.32,361.38,0,84000.0,1,3.97
35000.0,60,16.99,869.66,3,98000.0,1,37.07
10000.0,36,6.89,308.27,0,30000.0,1,9.96
15000.0,36,7.26,464.95,0,43188.0,1,27.23
35000.0,60,10.78,757.16,1,118000.0,1,20.47
35000.0,60,16.55,861.4,3,100000.0,0,33.79
13500.0,60,13.67,311.82,2,56000.0,1,16.4
15000.0,36,12.59,502.46,2,51000.0,0,20.61
12000.0,60,13.44,275.75,2,50000.0,1,16.99
14000.0,36,15.77,490.62,3,67200.0,0,7.86
5000.0,36,10.78,163.18,1,30000.0,1,17.88
23100.0,60,17.86,584.84,3,90000.0,1,39.99
35000.0,60,17.86,886.11,3,109500.0,1,26.93
13625.0,36,13.44,461.98,2,31000.0,0,17.58
10000.0,36,9.8,321.74,1,45000.0,1,27.97
10000.0,36,7.91,312.95,0,103000.0,1,13.74
11000.0,36,10.78,358.99,1,55000.0,1,16.3
6000.0,36,13.18,202.69,2,100000.0,1,8.98
6100.0,36,11.48,201.1,1,75000.0,1,15.04
10000.0,36,12.88,336.37,2,27000.0,1,24.67
25000.0,60,9.8,528.72,1,142000.0,1,13.62
15000.0,36,13.99,512.6,2,48000.0,0,31.29
3800.0,36,11.48,125.28,1,29244.0,1,18.1
8000.0,36,8.49,252.51,1,75000.0,1,19.06
35000.0,60,11.99,778.38,2,148000.0,1,9.86
8000.0,36,14.85,276.74,2,28000.0,1,23.75
35000.0,36,10.78,1142.22,1,130000.0,1,25.24
5000.0,36,5.32,150.58,0,70000.0,1,27.24
14000.0,36,13.44,474.69,2,40000.0,1,37.39
5000.0,36,13.67,170.09,2,15000.0,1,2.88
8000.0,36,7.49,248.82,0,46000.0,1,19.7
12000.0,36,7.49,373.22,0,75000.0,1,24.94
15000.0,60,14.85,355.67,2,74000.0,0,22.71
35000.0,36,18.99,1282.79,4,96437.0,0,25.29
21500.0,36,5.32,647.47,0,137000.0,1,6.73
12000.0,36,9.8,386.09,1,103000.0,1,18.54
14000.0,36,9.8,450.43,1,50000.0,1,9.46
12000.0,36,10.78,391.62,1,32500.0,1,7.57
12500.0,36,9.17,398.49,1,34000.0,1,12.9
26875.0,60,18.99,697.01,4,80000.0,1,13.13
16000.0,36,7.91,500.72,0,117000.0,0,12.0
23200.0,36,9.17,739.6,1,110000.0,1,18.84
6000.0,36,9.17,191.28,1,63000.0,1,3.83
35000.0,60,18.49,898.13,3,120000.0,0,11.64
10000.0,36,6.99,308.73,0,60000.0,1,29.15
4000.0,36,10.78,130.54,1,70000.0,1,28.97
35000.0,60,17.97,888.2,3,79000.0,0,18.49
17000.0,36,12.88,571.82,2,85000.0,1,20.82
7000.0,36,11.48,230.77,1,78000.0,1,20.26
15000.0,36,9.17,478.19,1,45000.0,1,16.93
7200.0,36,5.32,216.83,0,58000.0,1,4.02
8000.0,36,7.91,250.36,0,48500.0,1,7.75
24000.0,36,6.99,740.95,0,100000.0,1,8.0
13000.0,36,6.99,401.35,0,75000.0,1,30.7
20000.0,36,10.78,652.7,1,90000.0,1,13.69
6500.0,36,8.49,205.16,1,105000.0,1,21.65
32000.0,60,13.67,739.13,2,89110.0,1,31.81
22000.0,36,5.32,662.53,0,110000.0,1,7.21
12000.0,36,5.32,361.38,0,64400.0,0,2.45
13000.0,36,7.49,404.33,0,80000.0,1,10.77
16800.0,60,11.99,373.63,2,80000.0,1,10.58
20550.0,36,17.27,735.43,3,70000.0,1,29.21
10000.0,36,15.41,348.67,3,88000.0,1,29.92
12000.0,36,12.59,401.97,2,47000.0,0,21.12
6000.0,36,10.78,195.81,1,100000.0,1,30.21
5000.0,36,13.99,170.87,2,33500.0,1,35.18
18600.0,60,15.41,446.51,3,100000.0,1,14.95
29500.0,36,13.44,1000.24,2,59000.0,1,20.08
15600.0,60,11.22,340.9,1,48000.0,1,13.15
10000.0,36,8.49,315.63,1,35000.0,1,33.54
14850.0,60,18.49,381.07,3,45000.0,0,13.57
15000.0,36,10.64,488.53,1,81200.0,0,20.48
3000.0,36,7.49,93.31,0,45000.0,1,21.63
10000.0,36,6.49,306.45,0,106000.0,1,16.45
12000.0,60,17.97,304.53,3,71400.0,1,37.48
12000.0,36,15.77,420.53,3,40000.0,1,25.98
12000.0,36,5.32,361.38,0,128000.0,1,13.28
10000.0,60,17.27,249.98,3,30200.0,1,9.02
10000.0,36,8.49,315.63,1,89000.0,1,13.43
30000.0,36,13.99,1025.19,2,83000.0,0,13.46
4800.0,36,9.17,153.02,1,96400.0,1,19.31
7075.0,36,11.48,233.24,1,34980.0,1,28.06
15000.0,36,9.17,478.19,1,48112.0,1,31.62
1000.0,36,9.17,31.88,1,77463.0,1,16.44
18000.0,36,13.44,610.32,2,108000.0,1,16.26
20000.0,36,11.99,664.2,2,60000.0,1,13.06
33000.0,60,15.41,792.19,3,103500.0,1,15.33
20000.0,36,11.22,656.86,1,69000.0,1,8.3
20000.0,36,8.38,630.24,1,88000.0,1,24.74
12000.0,60,18.99,311.23,4,50000.0,0,21.87
18000.0,36,11.99,597.78,2,70000.0,1,37.6
1050.0,36,12.88,35.32,2,130000.0,1,25.43
10800.0,60,20.99,292.12,4,40716.0,1,38.79
4200.0,36,13.67,142.88,2,50000.0,1,26.45
12000.0,36,13.99,410.08,2,52200.0,1,8.92
7000.0,36,8.38,220.59,1,75000.0,1,13.0
16500.0,36,10.64,537.39,1,95000.0,1,23.29
12075.0,36,14.85,417.7,2,69100.0,1,9.45
4700.0,36,13.44,159.36,2,22000.0,1,17.64
11200.0,36,8.49,353.51,1,64000.0,0,23.29
19200.0,36,13.67,653.14,2,46100.0,1,15.39
21000.0,36,10.78,685.33,1,81000.0,1,17.19
20000.0,36,11.99,664.2,2,68000.0,1,33.62
16000.0,36,9.8,514.78,1,145000.0,0,32.09
10000.0,36,11.99,332.1,2,90000.0,1,25.12
10000.0,36,6.49,306.45,0,80000.0,1,22.17
12000.0,60,13.99,279.16,2,35000.0,0,32.68
16000.0,60,13.44,367.67,2,42000.0,0,9.6
8000.0,36,13.99,273.39,2,120000.0,1,17.42
11700.0,36,14.85,404.73,2,38000.0,1,33.99
12000.0,36,11.22,394.12,1,63000.0,0,24.84
5475.0,36,18.49,199.29,3,21000.0,1,29.71
18000.0,36,9.17,573.83,1,70000.0,1,9.05
28000.0,36,6.24,854.87,0,90000.0,1,23.18
6000.0,36,13.18,202.69,2,50000.0,1,21.63
18000.0,36,6.49,551.61,0,79317.0,1,20.4
15000.0,36,7.49,466.53,0,72000.0,0,5.93
15675.0,60,16.99,389.48,3,41000.0,1,30.71
5000.0,36,7.89,156.43,0,47840.0,1,27.37
2500.0,36,6.49,76.62,0,65000.0,1,8.84
6000.0,36,16.99,213.89,3,40000.0,1,26.97
11000.0,36,5.32,331.27,0,80000.0,1,11.66
10000.0,36,9.17,318.79,1,50000.0,0,26.67
12000.0,36,7.91,375.54,0,104000.0,1,5.55
11000.0,60,13.18,251.3,2,50000.0,1,18.77
10000.0,36,7.91,312.95,0,75000.0,1,10.64
5400.0,36,10.64,175.87,1,30000.0,1,14.4
34500.0,36,13.99,1178.97,2,75000.0,1,22.98
5000.0,36,16.59,177.25,3,19000.0,1,14.28
7200.0,36,7.91,225.33,0,42500.0,1,11.07
20000.0,36,16.55,708.59,3,63800.0,1,33.69
20000.0,36,8.38,630.24,1,73000.0,1,34.95
12000.0,36,11.99,398.52,2,69010.0,1,10.24
28800.0,36,17.97,1040.76,3,64000.0,0,30.79
28000.0,60,7.89,566.27,0,97000.0,1,16.73
1800.0,36,11.48,59.34,1,50000.0,1,20.38
21600.0,60,13.44,496.35,2,77000.0,1,11.16
15000.0,60,18.49,384.92,3,36500.0,0,38.21
6000.0,36,7.49,186.61,0,40000.0,1,14.29
5000.0,36,11.48,164.84,1,65000.0,0,13.74
15000.0,36,9.8,482.61,1,58000.0,0,29.84
28000.0,60,16.59,689.72,3,80000.0,1,16.46
5000.0,36,12.59,167.49,2,75000.0,1,8.7
10900.0,36,11.99,361.99,2,56640.0,1,15.85
12000.0,36,9.8,386.09,1,101000.0,1,14.9
4575.0,36,15.41,159.52,3,38000.0,1,16.96
10075.0,36,11.99,334.59,2,28000.0,1,21.35
20000.0,36,7.91,625.9,0,85000.0,1,3.4
7500.0,36,6.49,229.84,0,52513.0,1,17.05
22000.0,36,6.99,679.2,0,84000.0,1,23.48
4600.0,36,12.59,154.09,2,96000.0,1,7.45
21000.0,36,9.17,669.46,1,85000.0,1,14.65
2000.0,36,9.17,63.76,1,75000.0,1,26.75
20000.0,36,8.38,630.24,1,80000.0,0,24.93
5600.0,36,11.48,184.62,1,95000.0,1,13.3
35000.0,36,14.85,1210.72,2,125000.0,1,15.9
2000.0,36,10.78,65.27,1,34000.0,1,13.94
21000.0,36,5.32,632.42,0,55000.0,1,25.13
9000.0,36,11.99,298.89,2,75000.0,1,12.45
10000.0,60,15.41,240.06,3,45000.0,1,18.89
15000.0,36,5.32,451.73,0,71000.0,1,26.19
20000.0,36,10.78,652.7,1,75000.0,1,24.89
15000.0,36,5.32,451.73,0,65050.0,1,6.27
22000.0,36,11.99,730.61,2,83000.0,1,24.6
16000.0,60,21.99,441.82,5,40000.0,0,34.77
26000.0,36,7.91,813.67,0,85000.0,1,24.88
3600.0,36,11.99,119.56,2,55000.0,0,27.93
18000.0,36,12.88,605.46,2,81000.0,1,29.03
24000.0,36,7.91,751.08,0,98000.0,1,39.02
33000.0,60,13.67,762.22,2,102932.0,0,18.36
14000.0,36,11.99,464.94,2,110000.0,1,15.97
8000.0,36,8.49,252.51,1,80000.0,1,17.58
5500.0,36,7.26,170.48,0,49000.0,1,3.38
10000.0,36,9.17,318.79,1,28000.0,1,20.87
28000.0,60,15.77,677.49,3,90000.0,0,36.36
10000.0,36,10.78,326.35,1,65000.0,0,35.69
16000.0,36,8.49,505.01,1,75000.0,1,19.44
16000.0,36,10.78,522.16,1,90000.0,1,15.36
12450.0,60,21.48,340.19,4,41558.0,0,21.72
5900.0,36,11.48,194.51,1,130000.0,1,16.99
12000.0,36,6.49,367.74,0,65000.0,1,19.24
8000.0,36,13.99,273.39,2,31000.0,0,12.54
17000.0,36,10.78,554.79,1,139000.0,1,30.46
18000.0,36,12.88,605.46,2,120000.0,1,29.13
12000.0,36,6.99,370.48,0,100000.0,1,9.19
5000.0,36,17.97,180.69,3,24500.0,0,24.55
19000.0,36,13.99,649.29,2,135000.0,1,9.72
15000.0,36,10.78,489.52,1,55000.0,1,15.27
35000.0,36,7.91,1095.33,0,165000.0,1,18.89
30000.0,36,16.59,1063.48,3,75000.0,0,22.7
34000.0,36,7.89,1063.72,0,110000.0,1,12.5
9000.0,36,9.8,289.57,1,74000.0,1,6.91
28000.0,36,7.91,876.26,0,115000.0,1,10.15
28000.0,60,14.48,658.5,2,75000.0,1,33.95
12225.0,36,18.49,444.98,3,120000.0,0,16.11
8425.0,36,12.88,283.39,2,39000.0,0,14.18
4800.0,36,13.18,162.15,2,50000.0,0,20.36
16000.0,36,5.32,481.84,0,75000.0,1,19.73
18000.0,36,14.85,622.66,2,35000.0,0,28.4
31075.0,60,13.99,722.9,2,107901.0,1,6.8
20000.0,36,5.32,602.3,0,88000.0,1,19.31
3000.0,36,12.59,100.5,2,66650.0,1,7.26
12000.0,36,7.49,373.22,0,48000.0,1,25.05
12000.0,60,14.48,282.22,2,87000.0,0,32.57
35000.0,60,13.44,804.27,2,150000.0,1,14.42
2000.0,36,13.44,67.82,2,75600.0,1,10.17
24000.0,36,5.32,722.76,0,110000.0,1,19.55
6000.0,36,11.48,197.8,1,30680.0,1,21.67
20000.0,36,7.91,625.9,0,124000.0,1,11.4
14000.0,36,11.22,459.81,1,100000.0,1,30.41
1500.0,36,17.27,53.69,3,45000.0,1,20.4
3500.0,36,7.49,108.86,0,53000.0,1,22.31
20000.0,36,8.49,631.26,1,58000.0,1,31.78
6000.0,36,10.64,195.42,1,55000.0,1,33.25
7000.0,36,7.91,219.07,0,53185.0,1,11.59
8000.0,36,7.91,250.36,0,110000.0,1,22.32
10000.0,36,9.17,318.79,1,60000.0,1,8.0
14450.0,36,15.77,506.38,3,42500.0,0,20.73
24000.0,60,9.8,507.58,1,85000.0,1,23.17
11000.0,36,14.48,378.53,2,73000.0,1,39.47
10000.0,36,11.48,329.67,1,35000.0,1,25.89
28000.0,60,19.48,733.76,4,87500.0,0,21.03
10000.0,36,7.91,312.95,0,25000.0,0,29.91
14800.0,36,15.77,518.65,3,48000.0,0,20.55
9100.0,36,9.17,290.1,1,70000.0,1,25.6
13000.0,36,6.99,401.35,0,48000.0,1,25.53
10000.0,36,9.17,318.79,1,70000.0,1,13.46
3600.0,36,13.67,122.47,2,32000.0,1,23.17
12000.0,60,11.99,266.88,2,98000.0,1,10.36
28000.0,36,7.91,876.26,0,112000.0,1,11.95
3000.0,36,9.17,95.64,1,50000.0,1,28.52
17650.0,36,12.59,591.22,2,78000.0,1,30.85
32000.0,60,17.97,812.07,3,115000.0,1,20.47
25000.0,36,7.89,782.15,0,90000.0,1,26.73
15000.0,36,5.32,451.73,0,120000.0,1,5.09
14000.0,36,8.49,441.89,1,45000.0,1,21.2
28000.0,60,13.18,639.67,2,80000.0,0,15.66
5000.0,36,8.49,157.82,1,38000.0,1,30.57
10000.0,36,14.85,345.92,2,27000.0,0,25.91
10000.0,36,5.32,301.15,0,82000.0,1,13.48
7000.0,36,12.88,235.46,2,37311.0,1,10.92
35000.0,60,11.99,778.38,2,77500.0,1,30.07
25000.0,36,13.44,847.66,2,88000.0,1,14.47
3700.0,36,12.88,124.46,2,65000.0,1,20.81
15725.0,60,11.48,345.68,1,60000.0,0,27.96
20000.0,36,7.26,619.93,0,93000.0,1,18.63
5000.0,36,13.44,169.54,2,35500.0,1,18.73
12000.0,60,11.99,266.88,2,48000.0,1,19.45
13250.0,36,14.85,458.35,2,60000.0,1,13.66
18000.0,36,11.99,597.78,2,45000.0,1,35.09
2000.0,36,13.44,67.82,2,38000.0,1,31.3
35000.0,36,7.91,1095.33,0,150000.0,1,21.26
9000.0,36,12.88,302.73,2,26500.0,1,20.39
10000.0,36,9.76,321.55,1,51000.0,1,37.6
10000.0,36,13.99,341.73,2,45000.0,1,27.2
7000.0,36,5.32,210.81,0,16968.0,1,12.87
10000.0,36,10.78,326.35,1,41600.0,1,15.78
8375.0,36,13.99,286.2,2,32000.0,0,7.5
12000.0,36,5.32,361.38,0,112000.0,1,9.55
20000.0,36,6.49,612.89,0,150000.0,1,1.14
20000.0,60,11.99,444.79,2,103000.0,1,18.36
15000.0,60,18.2,382.54,4,51640.0,1,19.38
9500.0,36,7.89,297.22,0,28000.0,1,14.52
24000.0,36,7.49,746.44,0,80000.0,1,9.24
20000.0,36,9.8,643.47,1,64000.0,1,20.63
8000.0,36,13.44,271.26,2,60000.0,1,20.14
10000.0,60,17.27,249.98,3,50000.0,1,33.35
32000.0,36,14.85,1106.95,2,80000.0,0,12.8
12000.0,36,5.32,361.38,0,108000.0,1,12.25
18875.0,60,17.57,474.9,3,54700.0,1,30.96
7000.0,36,13.67,238.13,2,52000.0,0,34.25
6725.0,36,13.67,228.77,2,15317.0,0,19.44
8000.0,36,6.99,246.99,0,80000.0,1,18.92
11000.0,36,9.76,353.71,1,40000.0,1,24.24
35000.0,36,13.99,1196.05,2,80000.0,1,13.21
22800.0,36,5.32,686.62,0,76000.0,1,21.96
5000.0,36,7.91,156.48,0,60000.0,1,6.1
6400.0,36,9.17,204.03,1,53000.0,1,14.4
